date,opposition,shirt,player,started,minutes
31/10/2020,Scotland,16,Sam Parry,n,11
31/10/2020,Scotland,15,Leigh Halfpenny,y,80
31/10/2020,Scotland,7,James Davies,y,80
31/10/2020,Scotland,3,Tomas Francis,y,63
31/10/2020,Scotland,10,Dan Biggar,y,43
31/10/2020,Scotland,4,Will Rowlands,y,56
13/11/2020,Ireland,8,Taulupe Faletau,y,71
13/11/2020,Ireland,2,Ryan Elias,y,51
13/11/2020,Ireland,20,Aaron Wainwright,n,9
13/11/2020,Ireland,18,Samson Lee,n,29
13/11/2020,Ireland,14,Liam Williams,y,80
13/11/2020,Ireland,21,Lloyd Williams,n,27
13/11/2020,Ireland,9,Gareth Davies,y,53
13/11/2020,Ireland,15,Leigh Halfpenny,y,80
13/11/2020,Ireland,3,Tomas Francis,y,51
13/11/2020,Ireland,10,Dan Biggar,y,70
13/11/2020,Ireland,4,Will Rowlands,y,52
13/11/2020,Ireland,23,George North,n,21
13/11/2020,Ireland,5,Alun Wyn Jones,y,80
13/11/2020,Ireland,13,Jonathan Davies,y,59
13/11/2020,Ireland,22,Callum Sheedy,n,10
13/11/2020,Ireland,7,Justin Tipuric,y,80
13/11/2020,Ireland,6,Shane Lewis-Hughes,y,80
13/11/2020,Ireland,16,Elliot Dee,n,29
13/11/2020,Ireland,12,Owen Watkin,y,80
13/11/2020,Ireland,17,Wyn Jones,n,41
13/11/2020,Ireland,1,Rhys Carre,y,39
13/11/2020,Ireland,19,Jake Ball,n,28
13/11/2020,Ireland,11,Josh Adams,y,80
21/11/2020,Georgia,12,Johnny Williams,y,80
21/11/2020,Georgia,17,Nicky Smith,n,13
21/11/2020,Georgia,14,Johnny McNicholl,y,43
21/11/2020,Georgia,8,Aaron Wainwright,y,80
21/11/2020,Georgia,3,Samson Lee,y,63
21/11/2020,Georgia,15,Liam Williams,y,59
21/11/2020,Georgia,18,Leon Brown,n,17
21/11/2020,Georgia,16,Sam Parry,n,10
21/11/2020,Georgia,20,James Davies,n,24
21/11/2020,Georgia,6,James Botham,y,80
21/11/2020,Georgia,11,Louis Rees-Zammit,y,80
21/11/2020,Georgia,19,Cory Hill,n,17
21/11/2020,Georgia,10,Callum Sheedy,y,80
21/11/2020,Georgia,7,Justin Tipuric,y,56
21/11/2020,Georgia,2,Elliot Dee,y,70
21/11/2020,Georgia,22,Ioan Lloyd,n,21
21/11/2020,Georgia,21,Rhys Webb,n,24
21/11/2020,Georgia,1,Wyn Jones,y,67
21/11/2020,Georgia,5,Seb Davies,y,63
21/11/2020,Georgia,13,Nick Tompkins,y,80
21/11/2020,Georgia,9,Kieran Hardy,y,56
21/11/2020,Georgia,4,Jake Ball,y,80
