date,team,opposition,temp_c,precip_mm,wind_kmh
11/06/2016,england,australia,15.1,0.0,8.1
05/02/2022,ireland,wales,9.9,0.1,43.9
05/02/2022,wales,ireland,9.9,0.1,43.9
25/06/2016,japan,scotland,24.9,0.0,16.6
25/06/2016,scotland,japan,24.9,0.0,16.6
08/08/2015,australia,new_zealand,21.9,0.4,21.7
08/08/2015,new_zealand,australia,21.9,0.4,21.7
10/08/2019,ireland,italy,18.4,0.2,32.6
10/08/2019,italy,ireland,18.4,0.2,32.6
02/07/2022,south_africa,wales,14.9,0.0,6.1
02/07/2022,wales,south_africa,14.9,0.0,6.1
21/09/2024,argentina,south_africa,33.8,0.0,18.7
21/09/2024,south_africa,argentina,33.8,0.0,18.7
06/10/2018,south_africa,new_zealand,26.3,0.0,5.2
06/10/2018,new_zealand,south_africa,26.3,0.0,5.2
16/06/2018,new_zealand,france,12.4,0.0,26.6
16/06/2018,france,new_zealand,12.4,0.0,26.6
04/10/2015,ireland,italy,17.3,0.0,11.3
04/10/2015,italy,ireland,17.3,0.0,11.3
14/09/2023,france,uruguay,18.4,0.0,10.4
14/09/2023,uruguay,france,18.4,0.0,10.4
19/11/2022,scotland,argentina,8.3,0.0,9.0
19/11/2022,argentina,scotland,8.3,0.0,9.0
07/09/2024,south_africa,new_zealand,12.8,0.0,18.2
07/09/2024,new_zealand,south_africa,12.8,0.0,18.2
19/03/2022,wales,italy,14.4,0.0,29.1
19/03/2022,italy,wales,14.4,0.0,29.1
06/09/2019,england,italy,14.3,0.0,22.7
06/09/2019,italy,england,14.3,0.0,22.7
26/11/2016,scotland,georgia,4.8,0.0,2.3
26/11/2016,georgia,scotland,4.8,0.0,2.3
22/11/2025,france,australia,-0.4,0.0,15.8
22/11/2025,australia,france,-0.4,0.0,15.8
25/10/2025,japan,australia,13.4,0.0,10.8
25/10/2025,australia,japan,13.4,0.0,10.8
03/07/2021,romania,argentina,20.7,0.0,6.2
03/07/2021,argentina,romania,20.7,0.0,6.2
03/11/2018,england,south_africa,12.3,0.0,24.8
03/11/2018,south_africa,england,12.3,0.0,24.8
21/03/2015,scotland,ireland,7.1,0.0,5.4
21/03/2015,ireland,scotland,7.1,0.0,5.4
05/02/2026,france,ireland,9.0,0.1,11.0
05/02/2026,ireland,france,9.0,0.1,11.0
20/07/2024,australia,georgia,14.3,0.0,33.9
20/07/2024,georgia,australia,14.3,0.0,33.9
05/09/2015,usa,australia,25.0,0.0,7.6
05/09/2015,australia,usa,25.0,0.0,7.6
04/07/2026,japan,italy,25.1,0.1,10.2
04/07/2026,italy,japan,25.1,0.1,10.2
13/07/2024,new_zealand,england,10.3,0.0,9.7
13/07/2024,england,new_zealand,10.3,0.0,9.7
14/08/2021,new_zealand,australia,13.2,0.0,24.0
14/08/2021,australia,new_zealand,13.2,0.0,24.0
28/11/2020,france,italy,5.2,0.0,10.7
28/11/2020,italy,france,5.2,0.0,10.7
08/10/2016,argentina,australia,12.2,0.0,11.6
08/10/2016,australia,argentina,12.2,0.0,11.6
30/11/2019,wales,barbarians,6.7,0.0,21.3
30/11/2019,barbarians,wales,6.7,0.0,21.3
25/10/2015,argentina,australia,11.4,0.0,5.6
25/10/2015,australia,argentina,11.4,0.0,5.6
25/06/2022,portugal,italy,21.5,0.0,20.8
25/06/2022,italy,portugal,21.5,0.0,20.8
23/11/2025,england,argentina,9.2,0.0,15.3
23/11/2025,argentina,england,9.2,0.0,15.3
24/08/2019,scotland,france,22.0,0.0,11.9
24/08/2019,france,scotland,22.0,0.0,11.9
23/09/2015,scotland,japan,16.0,0.0,21.5
23/09/2015,japan,scotland,16.0,0.0,21.5
01/07/2022,romania,italy,27.0,0.0,6.0
01/07/2022,italy,romania,27.0,0.0,6.0
24/06/2017,south_africa,france,12.8,0.0,6.4
24/06/2017,france,south_africa,12.8,0.0,6.4
10/06/2017,italy,scotland,26.7,0.1,2.5
10/06/2017,scotland,italy,26.7,0.1,2.5
27/09/2015,ireland,romania,16.5,0.0,17.0
27/09/2015,romania,ireland,16.5,0.0,17.0
18/07/2015,australia,south_africa,11.6,0.0,8.7
18/07/2015,south_africa,australia,11.6,0.0,8.7
08/11/2025,scotland,new_zealand,13.3,0.1,10.2
08/11/2025,new_zealand,scotland,13.3,0.1,10.2
11/06/2016,south_africa,ireland,15.7,0.0,13.7
11/06/2016,ireland,south_africa,15.7,0.0,13.7
15/08/2015,england,france,16.7,0.0,5.1
15/08/2015,france,england,16.7,0.0,5.1
26/02/2016,wales,france,4.5,0.0,18.2
26/02/2016,france,wales,4.5,0.0,18.2
06/07/2024,australia,wales,13.2,0.1,8.8
06/07/2024,wales,australia,13.2,0.1,8.8
20/03/2021,ireland,england,11.2,0.0,14.2
20/03/2021,england,ireland,11.2,0.0,14.2
15/03/2025,wales,england,8.1,0.0,17.6
15/03/2025,england,wales,8.1,0.0,17.6
05/08/2023,ireland,italy,13.5,1.3,17.1
05/08/2023,italy,ireland,13.5,1.3,17.1
26/11/2022,england,south_africa,11.3,0.1,23.2
26/11/2022,south_africa,england,11.3,0.1,23.2
09/10/2019,argentina,usa,23.3,0.0,18.1
09/10/2019,usa,argentina,23.3,0.0,18.1
23/11/2024,wales,south_africa,14.2,1.9,32.7
23/11/2024,south_africa,wales,14.2,1.9,32.7
11/03/2017,italy,france,14.7,0.0,6.4
11/03/2017,france,italy,14.7,0.0,6.4
12/07/2022,maori all blacks,ireland,12.7,0.0,37.8
12/07/2022,ireland,maori all blacks,12.7,0.0,37.8
01/02/2025,ireland,england,9.1,0.0,24.6
01/02/2025,england,ireland,9.1,0.0,24.6
06/11/2022,england,argentina,13.1,1.2,16.5
06/11/2022,argentina,england,13.1,1.2,16.5
21/11/2021,ireland,argentina,8.3,0.0,24.8
21/11/2021,argentina,ireland,8.3,0.0,24.8
23/11/2024,ireland,fiji,15.4,0.0,15.4
23/11/2024,fiji,ireland,15.4,0.0,15.4
15/09/2022,australia,new_zealand,13.3,0.0,13.4
15/09/2022,new_zealand,australia,13.3,0.0,13.4
11/11/2017,scotland,samoa,6.1,0.0,15.7
11/11/2017,samoa,scotland,6.1,0.0,15.7
16/03/2019,england,scotland,11.0,0.0,47.6
16/03/2019,scotland,england,11.0,0.0,47.6
17/08/2024,australia,south_africa,13.9,0.1,17.7
17/08/2024,south_africa,australia,13.9,0.1,17.7
05/09/2015,leicester tigers,argentina,14.6,0.0,15.8
05/09/2015,argentina,leicester tigers,14.6,0.0,15.8
01/02/2025,scotland,italy,5.4,0.0,14.3
01/02/2025,italy,scotland,5.4,0.0,14.3
16/03/2024,wales,italy,10.0,0.1,17.2
16/03/2024,italy,wales,10.0,0.1,17.2
25/06/2016,australia,england,9.6,0.0,13.6
25/06/2016,england,australia,9.6,0.0,13.6
09/02/2025,scotland,ireland,5.3,0.2,17.8
09/02/2025,ireland,scotland,5.3,0.2,17.8
13/07/2024,australia,wales,9.4,0.6,8.5
13/07/2024,wales,australia,9.4,0.6,8.5
27/10/2019,wales,south_africa,17.5,0.5,10.8
27/10/2019,south_africa,wales,17.5,0.5,10.8
12/03/2022,england,ireland,11.1,0.0,23.2
12/03/2022,ireland,england,11.1,0.0,23.2
17/03/2018,england,ireland,1.2,0.2,33.1
17/03/2018,ireland,england,1.2,0.2,33.1
17/08/2019,wales,england,18.4,0.0,24.5
17/08/2019,england,wales,18.4,0.0,24.5
13/08/2022,south_africa,new_zealand,21.4,0.0,23.9
13/08/2022,new_zealand,south_africa,21.4,0.0,23.9
07/09/2019,australia,samoa,10.9,0.0,12.1
07/09/2019,samoa,australia,10.9,0.0,12.1
12/03/2016,ireland,italy,11.6,0.0,18.4
12/03/2016,italy,ireland,11.6,0.0,18.4
20/09/2015,wales,uruguay,15.1,0.0,14.8
20/09/2015,uruguay,wales,15.1,0.0,14.8
05/11/2022,france,australia,10.0,0.0,15.3
05/11/2022,australia,france,10.0,0.0,15.3
16/06/2018,usa,scotland,29.0,0.1,19.2
16/06/2018,scotland,usa,29.0,0.1,19.2
10/06/2017,south_africa,france,13.8,0.0,6.3
10/06/2017,france,south_africa,13.8,0.0,6.3
19/08/2023,ireland,england,21.1,0.0,25.0
19/08/2023,england,ireland,21.1,0.0,25.0
19/06/2016,argentina,france,16.3,0.0,2.7
19/06/2016,france,argentina,16.3,0.0,2.7
16/07/2022,new_zealand,ireland,6.3,0.0,5.7
16/07/2022,ireland,new_zealand,6.3,0.0,5.7
13/03/2021,italy,wales,15.9,0.0,0.8
13/03/2021,wales,italy,15.9,0.0,0.8
16/03/2019,wales,ireland,10.9,0.1,32.1
16/03/2019,ireland,wales,10.9,0.1,32.1
10/03/2024,wales,france,10.8,0.0,9.4
10/03/2024,france,wales,10.8,0.0,9.4
25/11/2017,wales,new_zealand,4.3,0.0,14.9
25/11/2017,new_zealand,wales,4.3,0.0,14.9
12/07/2025,japan,wales,32.0,0.1,7.4
12/07/2025,wales,japan,32.0,0.1,7.4
26/08/2023,italy,japan,31.3,0.0,18.1
26/08/2023,japan,italy,31.3,0.0,18.1
11/08/2026,sharks,new_zealand,13.5,0.8,21.3
11/08/2026,new_zealand,sharks,13.5,0.8,21.3
24/09/2023,scotland,tonga,23.5,0.0,8.4
24/09/2023,tonga,scotland,23.5,0.0,8.4
08/02/2020,ireland,wales,9.8,0.0,41.6
08/02/2020,wales,ireland,9.8,0.0,41.6
07/02/2015,italy,ireland,5.4,0.0,8.9
07/02/2015,ireland,italy,5.4,0.0,8.9
30/09/2017,south_africa,australia,24.9,0.0,11.0
30/09/2017,australia,south_africa,24.9,0.0,11.0
09/03/2024,england,ireland,12.1,0.0,20.4
09/03/2024,ireland,england,12.1,0.0,20.4
19/03/2016,ireland,scotland,7.0,0.0,15.1
19/03/2016,scotland,ireland,7.0,0.0,15.1
24/09/2015,new_zealand,namibia,13.7,0.0,14.4
24/09/2015,namibia,new_zealand,13.7,0.0,14.4
25/02/2023,italy,ireland,15.9,0.0,14.3
25/02/2023,ireland,italy,15.9,0.0,14.3
16/11/2024,england,south_africa,21.5,0.0,25.2
16/11/2024,south_africa,england,21.5,0.0,25.2
01/10/2023,south_africa,tonga,19.6,0.0,4.5
01/10/2023,tonga,south_africa,19.6,0.0,4.5
10/06/2017,usa,ireland,27.5,0.3,20.4
10/06/2017,ireland,usa,27.5,0.3,20.4
27/02/2021,italy,ireland,17.3,0.0,20.3
27/02/2021,ireland,italy,17.3,0.0,20.3
04/11/2023,wales,barbarians,11.8,0.1,26.8
04/11/2023,barbarians,wales,11.8,0.1,26.8
17/07/2021,australia,france,14.8,0.0,19.2
17/07/2021,france,australia,14.8,0.0,19.2
25/02/2024,france,italy,9.5,0.0,21.6
25/02/2024,italy,france,9.5,0.0,21.6
24/10/2015,south_africa,new_zealand,13.9,0.0,12.8
24/10/2015,new_zealand,south_africa,13.9,0.0,12.8
11/10/2015,france,ireland,13.5,0.0,15.5
11/10/2015,ireland,france,13.5,0.0,15.5
11/02/2023,ireland,france,11.2,0.0,9.4
11/02/2023,france,ireland,11.2,0.0,9.4
27/08/2022,new_zealand,argentina,8.0,0.0,4.9
27/08/2022,argentina,new_zealand,8.0,0.0,4.9
18/07/2026,japan,france,28.5,0.0,10.4
18/07/2026,france,japan,28.5,0.0,10.4
01/03/2015,ireland,england,3.1,1.2,34.6
01/03/2015,england,ireland,3.1,1.2,34.6
31/10/2020,australia,new_zealand,22.9,0.1,16.9
31/10/2020,new_zealand,australia,22.9,0.1,16.9
07/08/2026,stormers,new_zealand,13.6,0.0,3.4
07/08/2026,new_zealand,stormers,13.6,0.0,3.4
10/08/2019,argentina,south_africa,18.8,0.0,15.3
10/08/2019,south_africa,argentina,18.8,0.0,15.3
