date,team,opposition,venue,city,country,kickoff_utc,gmt_offset
23/11/2024,fiji,ireland,Aviva Stadium,Dublin,Ireland,2024-11-23T15:10:00+00:00,0.0
15/09/2022,australia,new_zealand,Marvel Stadium,Melbourne,Australia,2022-09-15T09:45:00+00:00,10.0
15/09/2022,new_zealand,australia,Marvel Stadium,Melbourne,Australia,2022-09-15T09:45:00+00:00,10.0
11/11/2017,scotland,samoa,Murrayfield,Edinburgh,Scotland,2017-11-11T14:30:00+00:00,0.0
11/11/2017,samoa,scotland,Murrayfield,Edinburgh,Scotland,2017-11-11T14:30:00+00:00,0.0
16/03/2019,england,scotland,Twickenham,London,England,2019-03-16T17:00:00+00:00,0.0
16/03/2019,scotland,england,Twickenham,London,England,2019-03-16T17:00:00+00:00,0.0
17/08/2024,australia,south_africa,Optus Stadium,Perth,Australia,2024-08-17T09:45:00+00:00,8.0
17/08/2024,south_africa,australia,Optus Stadium,Perth,Australia,2024-08-17T09:45:00+00:00,8.0
05/09/2015,leicester tigers,argentina,Welford Road,Leicester,England,2015-09-05T14:00:00+00:00,1.0
05/09/2015,argentina,leicester tigers,Welford Road,Leicester,England,2015-09-05T14:00:00+00:00,1.0
01/02/2025,scotland,italy,Murrayfield,Edinburgh,Scotland,2025-02-01T14:15:00+00:00,0.0
01/02/2025,italy,scotland,Murrayfield,Edinburgh,Scotland,2025-02-01T14:15:00+00:00,0.0
16/03/2024,wales,italy,Principality Stadium,Cardiff,Wales,2024-03-16T14:15:00+00:00,0.0
16/03/2024,italy,wales,Principality Stadium,Cardiff,Wales,2024-03-16T14:15:00+00:00,0.0
25/06/2016,australia,england,Allianz Stadium,Sydney,Australia,2016-06-25T10:00:00+00:00,10.0
25/06/2016,england,australia,Allianz Stadium,Sydney,Australia,2016-06-25T10:00:00+00:00,10.0
09/02/2025,scotland,ireland,Murrayfield,Edinburgh,Scotland,2025-02-09T15:00:00+00:00,0.0
09/02/2025,ireland,scotland,Murrayfield,Edinburgh,Scotland,2025-02-09T15:00:00+00:00,0.0
13/07/2024,australia,wales,AAMI Park,Melbourne,Australia,2024-07-13T09:45:00+00:00,10.0
13/07/2024,wales,australia,AAMI Park,Melbourne,Australia,2024-07-13T09:45:00+00:00,10.0
27/10/2019,wales,south_africa,International Stadium Yokohama,"Kanagawa Prefecture, Yokohama City",Japan,2019-10-27T09:00:00+00:00,9.0
27/10/2019,south_africa,wales,International Stadium Yokohama,"Kanagawa Prefecture, Yokohama City",Japan,2019-10-27T09:00:00+00:00,9.0
12/03/2022,england,ireland,Twickenham,London,England,2022-03-12T16:45:00+00:00,0.0
12/03/2022,ireland,england,Twickenham,London,England,2022-03-12T16:45:00+00:00,0.0
17/03/2018,england,ireland,Twickenham,London,England,2018-03-17T14:45:00+00:00,0.0
17/03/2018,ireland,england,Twickenham,London,England,2018-03-17T14:45:00+00:00,0.0
17/08/2019,wales,england,Principality Stadium,Cardiff,Wales,2019-08-17T13:15:00+00:00,1.0
17/08/2019,england,wales,Principality Stadium,Cardiff,Wales,2019-08-17T13:15:00+00:00,1.0
13/08/2022,south_africa,new_zealand,Emirates Airline Park,Johannesburg,South Africa,2022-08-13T15:05:00+00:00,2.0
13/08/2022,new_zealand,south_africa,Emirates Airline Park,Johannesburg,South Africa,2022-08-13T15:05:00+00:00,2.0
07/09/2019,australia,samoa,Bankwest Stadium,Parramatta,Australia,2019-09-07T09:30:00+00:00,10.0
07/09/2019,samoa,australia,Bankwest Stadium,Parramatta,Australia,2019-09-07T09:30:00+00:00,10.0
12/03/2016,ireland,italy,Aviva Stadium,Dublin,Ireland,2016-03-12T13:30:00+00:00,0.0
12/03/2016,italy,ireland,Aviva Stadium,Dublin,Ireland,2016-03-12T13:30:00+00:00,0.0
20/09/2015,wales,uruguay,Millennium Stadium,Cardiff,Wales,2015-09-20T13:30:00+00:00,1.0
20/09/2015,uruguay,wales,Millennium Stadium,Cardiff,Wales,2015-09-20T13:30:00+00:00,1.0
05/11/2022,france,australia,Stade de France,Saint-Denis,France,2022-11-05T20:00:00+00:00,1.0
05/11/2022,australia,france,Stade de France,Saint-Denis,France,2022-11-05T20:00:00+00:00,1.0
16/06/2018,usa,scotland,BBVA Compass Stadium,Houston,United States,2018-06-17T01:00:00+00:00,-5.0
16/06/2018,scotland,usa,BBVA Compass Stadium,Houston,United States,2018-06-17T01:00:00+00:00,-5.0
10/06/2017,south_africa,france,Loftus Versfeld,Pretoria,South Africa,2017-06-10T15:00:00+00:00,2.0
10/06/2017,france,south_africa,Loftus Versfeld,Pretoria,South Africa,2017-06-10T15:00:00+00:00,2.0
19/08/2023,ireland,england,Aviva Stadium,Dublin,Ireland,2023-08-19T16:30:00+00:00,1.0
19/08/2023,england,ireland,Aviva Stadium,Dublin,Ireland,2023-08-19T16:30:00+00:00,1.0
19/06/2016,argentina,france,Stade Monumental Jose Fierro,Tucumán,Argentina,2016-06-19T21:10:00+00:00,-3.0
19/06/2016,france,argentina,Stade Monumental Jose Fierro,Tucumán,Argentina,2016-06-19T21:10:00+00:00,-3.0
16/07/2022,new_zealand,ireland,Sky Stadium,Wellington,New Zealand,2022-07-16T07:05:00+00:00,12.0
16/07/2022,ireland,new_zealand,Sky Stadium,Wellington,New Zealand,2022-07-16T07:05:00+00:00,12.0
13/03/2021,italy,wales,Stadio Olimpico,Roma,Italy,2021-03-13T14:15:00+00:00,1.0
13/03/2021,wales,italy,Stadio Olimpico,Roma,Italy,2021-03-13T14:15:00+00:00,1.0
16/03/2019,wales,ireland,Principality Stadium,Cardiff,Wales,2019-03-16T14:45:00+00:00,0.0
16/03/2019,ireland,wales,Principality Stadium,Cardiff,Wales,2019-03-16T14:45:00+00:00,0.0
10/03/2024,wales,france,Principality Stadium,Cardiff,Wales,2024-03-10T15:00:00+00:00,0.0
10/03/2024,france,wales,Principality Stadium,Cardiff,Wales,2024-03-10T15:00:00+00:00,0.0
25/11/2017,wales,new_zealand,Principality Stadium,Cardiff,Wales,2017-11-25T17:15:00+00:00,0.0
25/11/2017,new_zealand,wales,Principality Stadium,Cardiff,Wales,2017-11-25T17:15:00+00:00,0.0
12/07/2025,japan,wales,Noevir Stadium,Kobe,Japan,2025-07-12T05:50:00+00:00,9.0
12/07/2025,wales,japan,Noevir Stadium,Kobe,Japan,2025-07-12T05:50:00+00:00,9.0
26/08/2023,italy,japan,Stadio Comunale di Monigo,Treviso,Italy,2023-08-26T16:30:00+00:00,2.0
26/08/2023,japan,italy,Stadio Comunale di Monigo,Treviso,Italy,2023-08-26T16:30:00+00:00,2.0
11/08/2026,sharks,new_zealand,Hollywoodbets Kings Park,Durban,South Africa,2026-08-11T16:10:00+00:00,2.0
11/08/2026,new_zealand,sharks,Hollywoodbets Kings Park,Durban,South Africa,2026-08-11T16:10:00+00:00,2.0
24/09/2023,scotland,tonga,Stade de Nice,Nice,France,2023-09-24T15:45:00+00:00,2.0
24/09/2023,tonga,scotland,Stade de Nice,Nice,France,2023-09-24T15:45:00+00:00,2.0
08/02/2020,ireland,wales,Aviva Stadium,Dublin,Ireland,2020-02-08T14:15:00+00:00,0.0
08/02/2020,wales,ireland,Aviva Stadium,Dublin,Ireland,2020-02-08T14:15:00+00:00,0.0
07/02/2015,italy,ireland,Stadio Olimpico,Roma,Italy,2015-02-07T14:30:00+00:00,1.0
07/02/2015,ireland,italy,Stadio Olimpico,Roma,Italy,2015-02-07T14:30:00+00:00,1.0
30/09/2017,south_africa,australia,Free State Stadium,Bloemfontein,South Africa,2017-09-30T15:05:00+00:00,2.0
30/09/2017,australia,south_africa,Free State Stadium,Bloemfontein,South Africa,2017-09-30T15:05:00+00:00,2.0
09/03/2024,england,ireland,Twickenham,London,England,2024-03-09T16:45:00+00:00,0.0
09/03/2024,ireland,england,Twickenham,London,England,2024-03-09T16:45:00+00:00,0.0
19/03/2016,ireland,scotland,Aviva Stadium,Dublin,Ireland,2016-03-19T17:00:00+00:00,0.0
19/03/2016,scotland,ireland,Aviva Stadium,Dublin,Ireland,2016-03-19T17:00:00+00:00,0.0
24/09/2015,new_zealand,namibia,"The Stadium, Queen Elizabeth Olympic Park",London,England,2015-09-24T19:00:00+00:00,1.0
24/09/2015,namibia,new_zealand,"The Stadium, Queen Elizabeth Olympic Park",London,England,2015-09-24T19:00:00+00:00,1.0
25/02/2023,italy,ireland,Stadio Olimpico,Roma,Italy,2023-02-25T14:15:00+00:00,1.0
25/02/2023,ireland,italy,Stadio Olimpico,Roma,Italy,2023-02-25T14:15:00+00:00,1.0
16/11/2024,england,south_africa,Allianz Stadium,London,England,2024-11-16T17:40:00+00:00,0.0
16/11/2024,south_africa,england,Allianz Stadium,London,England,2024-11-16T17:40:00+00:00,0.0
01/10/2023,south_africa,tonga,Stade de Marseille,Marseille,France,2023-10-01T19:00:00+00:00,2.0
01/10/2023,tonga,south_africa,Stade de Marseille,Marseille,France,2023-10-01T19:00:00+00:00,2.0
10/06/2017,usa,ireland,Red Bull Arena,"Harrison, New Jersey",United States,2017-06-10T20:00:00+00:00,-4.0
10/06/2017,ireland,usa,Red Bull Arena,"Harrison, New Jersey",United States,2017-06-10T20:00:00+00:00,-4.0
27/02/2021,italy,ireland,Stadio Olimpico,Roma,Italy,2021-02-27T16:15:00+00:00,-1.0
27/02/2021,ireland,italy,Stadio Olimpico,Roma,Italy,2021-02-27T16:15:00+00:00,-1.0
04/11/2023,wales,barbarians,Principality Stadium,Cardiff,Wales,2023-11-04T14:30:00+00:00,0.0
04/11/2023,barbarians,wales,Principality Stadium,Cardiff,Wales,2023-11-04T14:30:00+00:00,0.0
17/07/2021,australia,france,Suncorp Stadium,Brisbane,Australia,2021-07-17T10:00:00+00:00,10.0
17/07/2021,france,australia,Suncorp Stadium,Brisbane,Australia,2021-07-17T10:00:00+00:00,10.0
25/02/2024,france,italy,Decathlon Arena,Lille,France,2024-02-25T15:00:00+00:00,1.0
25/02/2024,italy,france,Decathlon Arena,Lille,France,2024-02-25T15:00:00+00:00,1.0
24/10/2015,south_africa,new_zealand,Twickenham,London,England,2015-10-24T15:00:00+00:00,1.0
24/10/2015,new_zealand,south_africa,Twickenham,London,England,2015-10-24T15:00:00+00:00,1.0
11/10/2015,france,ireland,Millennium Stadium,Cardiff,Wales,2015-10-11T15:45:00+00:00,1.0
11/10/2015,ireland,france,Millennium Stadium,Cardiff,Wales,2015-10-11T15:45:00+00:00,1.0
11/02/2023,ireland,france,Aviva Stadium,Dublin,Ireland,2023-02-11T14:15:00+00:00,0.0
11/02/2023,france,ireland,Aviva Stadium,Dublin,Ireland,2023-02-11T14:15:00+00:00,0.0
27/08/2022,new_zealand,argentina,Orangetheory Stadium,Christchurch,New Zealand,2022-08-27T07:45:00+00:00,12.0
27/08/2022,argentina,new_zealand,Orangetheory Stadium,Christchurch,New Zealand,2022-08-27T07:45:00+00:00,12.0
18/07/2026,japan,france,National Olympic Stadium,Tokyo,Japan,2026-07-18T08:40:00+00:00,9.0
18/07/2026,france,japan,National Olympic Stadium,Tokyo,Japan,2026-07-18T08:40:00+00:00,9.0
01/03/2015,ireland,england,Aviva Stadium,Dublin,Ireland,2015-03-01T15:00:00+00:00,0.0
01/03/2015,england,ireland,Aviva Stadium,Dublin,Ireland,2015-03-01T15:00:00+00:00,0.0
31/10/2020,australia,new_zealand,ANZ Stadium,Sydney,Australia,2020-10-31T08:45:00+00:00,11.0
31/10/2020,new_zealand,australia,ANZ Stadium,Sydney,Australia,2020-10-31T08:45:00+00:00,11.0
07/08/2026,stormers,new_zealand,DHL Stadium,Cape Town,South Africa,2026-08-07T16:10:00+00:00,2.0
07/08/2026,new_zealand,stormers,DHL Stadium,Cape Town,South Africa,2026-08-07T16:10:00+00:00,2.0
10/08/2019,argentina,south_africa,Estadio Padre Ernesto Martearena,Salta,Argentina,2019-08-10T19:40:00+00:00,-3.0
10/08/2019,south_africa,argentina,Estadio Padre Ernesto Martearena,Salta,Argentina,2019-08-10T19:40:00+00:00,-3.0
13/11/2021,england,australia,Twickenham,London,England,2021-11-13T17:30:00+00:00,0.0
13/11/2021,australia,england,Twickenham,London,England,2021-11-13T17:30:00+00:00,0.0
10/11/2018,ireland,argentina,Aviva Stadium,Dublin,Ireland,2018-11-10T18:30:00+00:00,0.0
10/11/2018,argentina,ireland,Aviva Stadium,Dublin,Ireland,2018-11-10T18:30:00+00:00,0.0
05/08/2023,argentina,south_africa,Velez Sarsfield Stadium,Buenos Aires,Argentina,2023-08-05T19:10:00+00:00,-3.0
05/08/2023,south_africa,argentina,Velez Sarsfield Stadium,Buenos Aires,Argentina,2023-08-05T19:10:00+00:00,-3.0
09/11/2024,france,japan,Stade de France,Saint-Denis,France,2024-11-09T20:10:00+00:00,1.0
09/11/2024,japan,france,Stade de France,Saint-Denis,France,2024-11-09T20:10:00+00:00,1.0
27/06/2025,namibia,italy,Hage Geingob Rugby Stadium,Windhoek,Namibia,2025-06-27T14:00:00+00:00,1.0
27/06/2025,italy,namibia,Hage Geingob Rugby Stadium,Windhoek,Namibia,2025-06-27T14:00:00+00:00,1.0
12/07/2024,tonga,italy,Teufaiva Stadium,Nuku'alofa,Tonga,2024-07-12T02:30:00+00:00,13.0
12/07/2024,italy,tonga,Teufaiva Stadium,Nuku'alofa,Tonga,2024-07-12T02:30:00+00:00,13.0
17/11/2018,wales,tonga,Principality Stadium,Cardiff,Wales,2018-11-17T14:30:00+00:00,0.0
17/11/2018,tonga,wales,Principality Stadium,Cardiff,Wales,2018-11-17T14:30:00+00:00,0.0
12/11/2016,italy,new_zealand,Stadio Olimpico,Roma,Italy,2016-11-12T14:00:00+00:00,1.0
12/11/2016,new_zealand,italy,Stadio Olimpico,Roma,Italy,2016-11-12T14:00:00+00:00,1.0
10/02/2018,england,wales,Twickenham,London,England,2018-02-10T16:45:00+00:00,0.0
10/02/2018,wales,england,Twickenham,London,England,2018-02-10T16:45:00+00:00,0.0
26/02/2017,england,italy,Twickenham,London,England,2017-02-26T15:00:00+00:00,0.0
26/02/2017,italy,england,Twickenham,London,England,2017-02-26T15:00:00+00:00,0.0
12/11/2022,italy,australia,Stadio Artemio Franchi,Florence,Italy,2022-11-12T13:00:00+00:00,1.0
12/11/2022,australia,italy,Stadio Artemio Franchi,Florence,Italy,2022-11-12T13:00:00+00:00,1.0
09/07/2022,japan,france,National Olympic Stadium,Tokyo,Japan,2022-07-09T05:45:00+00:00,9.0
09/07/2022,france,japan,National Olympic Stadium,Tokyo,Japan,2022-07-09T05:45:00+00:00,9.0
13/08/2022,argentina,australia,Estadio del Bicentenario,San Juan,Argentina,2022-08-13T19:05:00+00:00,-3.0
13/08/2022,australia,argentina,Estadio del Bicentenario,San Juan,Argentina,2022-08-13T19:05:00+00:00,-3.0
11/11/2017,italy,fiji,Stadio Angelo Massimino,Catania,Italy,2017-11-11T14:00:00+00:00,1.0
11/11/2017,fiji,italy,Stadio Angelo Massimino,Catania,Italy,2017-11-11T14:00:00+00:00,1.0
10/06/2017,australia,fiji,AAMI Park,Melbourne,Australia,2017-06-10T05:00:00+00:00,10.0
10/06/2017,fiji,australia,AAMI Park,Melbourne,Australia,2017-06-10T05:00:00+00:00,10.0
12/11/2016,scotland,australia,Murrayfield,Edinburgh,Scotland,2016-11-12T14:30:00+00:00,0.0
12/11/2016,australia,scotland,Murrayfield,Edinburgh,Scotland,2016-11-12T14:30:00+00:00,0.0
06/11/2021,italy,new_zealand,Stadio Olimpico,Roma,Italy,2021-11-06T13:00:00+00:00,1.0
06/11/2021,new_zealand,italy,Stadio Olimpico,Roma,Italy,2021-11-06T13:00:00+00:00,1.0
18/06/2016,new_zealand,wales,Westpac Stadium,Wellington,New Zealand,2016-06-18T07:35:00+00:00,12.0
18/06/2016,wales,new_zealand,Westpac Stadium,Wellington,New Zealand,2016-06-18T07:35:00+00:00,12.0
26/03/2021,france,scotland,Stade de France,Saint-Denis,France,2021-03-26T20:00:00+00:00,1.0
26/03/2021,scotland,france,Stade de France,Saint-Denis,France,2021-03-26T20:00:00+00:00,1.0
22/02/2020,italy,scotland,Stadio Olimpico,Roma,Italy,2020-02-22T14:15:00+00:00,1.0
22/02/2020,scotland,italy,Stadio Olimpico,Roma,Italy,2020-02-22T14:15:00+00:00,1.0
15/08/2026,bulls,new_zealand,Loftus Versfeld,Pretoria,South Africa,2026-08-15T16:10:00+00:00,2.0
15/08/2026,new_zealand,bulls,Loftus Versfeld,Pretoria,South Africa,2026-08-15T16:10:00+00:00,2.0
13/07/2024,south_africa,ireland,Hollywoodbets Kings Park,Durban,South Africa,2024-07-13T15:00:00+00:00,2.0
13/07/2024,ireland,south_africa,Hollywoodbets Kings Park,Durban,South Africa,2024-07-13T15:00:00+00:00,2.0
24/02/2018,scotland,england,Murrayfield,Edinburgh,Scotland,2018-02-24T16:45:00+00:00,0.0
24/02/2018,england,scotland,Murrayfield,Edinburgh,Scotland,2018-02-24T16:45:00+00:00,0.0
15/03/2025,italy,ireland,Stadio Olimpico,Roma,Italy,2025-03-15T14:15:00+00:00,1.0
15/03/2025,ireland,italy,Stadio Olimpico,Roma,Italy,2025-03-15T14:15:00+00:00,1.0
26/09/2015,italy,canada,Elland Road,Leeds,England,2015-09-26T13:30:00+00:00,1.0
26/09/2015,canada,italy,Elland Road,Leeds,England,2015-09-26T13:30:00+00:00,1.0
01/11/2025,south_africa,japan,Wembley Stadium,London,England,2025-11-01T16:10:00+00:00,0.0
01/11/2025,japan,south_africa,Wembley Stadium,London,England,2025-11-01T16:10:00+00:00,0.0
05/11/2022,wales,new_zealand,Principality Stadium,Cardiff,Wales,2022-11-05T15:15:00+00:00,0.0
05/11/2022,new_zealand,wales,Principality Stadium,Cardiff,Wales,2022-11-05T15:15:00+00:00,0.0
31/10/2020,wales,scotland,Parc y Scarlets,Llanelli,Wales,2020-10-31T14:15:00+00:00,0.0
31/10/2020,scotland,wales,Parc y Scarlets,Llanelli,Wales,2020-10-31T14:15:00+00:00,0.0
26/06/2015,argentina,french barbarians,La Plata RC,La Plata,Argentina,2015-06-26T21:30:00+00:00,-3.0
26/06/2015,french barbarians,argentina,La Plata RC,La Plata,Argentina,2015-06-26T21:30:00+00:00,-3.0
01/10/2016,argentina,new_zealand,Estadio José Amalfitani,Buenos Aires,Argentina,2016-10-01T22:10:00+00:00,-3.0
01/10/2016,new_zealand,argentina,Estadio José Amalfitani,Buenos Aires,Argentina,2016-10-01T22:10:00+00:00,-3.0
22/11/2025,wales,new_zealand,Principality Stadium,Cardiff,Wales,2025-11-22T15:10:00+00:00,0.0
22/11/2025,new_zealand,wales,Principality Stadium,Cardiff,Wales,2025-11-22T15:10:00+00:00,0.0
19/03/2016,france,england,Stade de France,Saint-Denis,France,2016-03-19T20:00:00+00:00,1.0
19/03/2016,england,france,Stade de France,Saint-Denis,France,2016-03-19T20:00:00+00:00,1.0
04/11/2017,japan,australia,Nissan Stadium,"Kanagawa Prefecture, Yokohama City",Japan,2017-11-04T05:40:00+00:00,9.0
04/11/2017,australia,japan,Nissan Stadium,"Kanagawa Prefecture, Yokohama City",Japan,2017-11-04T05:40:00+00:00,9.0
08/09/2018,australia,south_africa,Suncorp Stadium,Brisbane,Australia,2018-09-08T10:05:00+00:00,10.0
08/09/2018,south_africa,australia,Suncorp Stadium,Brisbane,Australia,2018-09-08T10:05:00+00:00,10.0
20/07/2019,south_africa,australia,Emirates Airline Park,Johannesburg,South Africa,2019-07-20T15:05:00+00:00,2.0
20/07/2019,australia,south_africa,Emirates Airline Park,Johannesburg,South Africa,2019-07-20T15:05:00+00:00,2.0
31/01/2025,france,wales,Stade de France,Saint-Denis,France,2025-01-31T20:15:00+00:00,1.0
31/01/2025,wales,france,Stade de France,Saint-Denis,France,2025-01-31T20:15:00+00:00,1.0
24/06/2017,fiji,scotland,ANZ Stadium,Suva,Fiji,2017-06-24T02:30:00+00:00,12.0
24/06/2017,scotland,fiji,ANZ Stadium,Suva,Fiji,2017-06-24T02:30:00+00:00,12.0
18/11/2017,wales,georgia,Principality Stadium,Cardiff,Wales,2017-11-18T14:30:00+00:00,0.0
18/11/2017,georgia,wales,Principality Stadium,Cardiff,Wales,2017-11-18T14:30:00+00:00,0.0
06/12/2020,england,france,Twickenham,London,England,2020-12-06T14:00:00+00:00,0.0
06/12/2020,france,england,Twickenham,London,England,2020-12-06T14:00:00+00:00,0.0
08/03/2020,scotland,france,Murrayfield,Edinburgh,Scotland,2020-03-08T15:00:00+00:00,0.0
08/03/2020,france,scotland,Murrayfield,Edinburgh,Scotland,2020-03-08T15:00:00+00:00,0.0
15/09/2018,new_zealand,south_africa,Westpac Stadium,Wellington,New Zealand,2018-09-15T07:35:00+00:00,12.0
15/09/2018,south_africa,new_zealand,Westpac Stadium,Wellington,New Zealand,2018-09-15T07:35:00+00:00,12.0
06/08/2022,argentina,australia,Estadio Malvinas Argentinas,Mendoza,Argentina,2022-08-06T19:05:00+00:00,-3.0
06/08/2022,australia,argentina,Estadio Malvinas Argentinas,Mendoza,Argentina,2022-08-06T19:05:00+00:00,-3.0
23/02/2019,wales,england,Principality Stadium,Cardiff,Wales,2019-02-23T16:45:00+00:00,0.0
23/02/2019,england,wales,Principality Stadium,Cardiff,Wales,2019-02-23T16:45:00+00:00,0.0
24/09/2023,wales,australia,OL Stadium,Lyon,France,2023-09-24T19:00:00+00:00,2.0
24/09/2023,australia,wales,OL Stadium,Lyon,France,2023-09-24T19:00:00+00:00,2.0
08/07/2017,new_zealand,british & irish lions,Eden Park,Auckland,New Zealand,2017-07-08T07:35:00+00:00,12.0
08/07/2017,british & irish lions,new_zealand,Eden Park,Auckland,New Zealand,2017-07-08T07:35:00+00:00,12.0
16/06/2018,japan,italy,Noevir Stadium,Kobe,Japan,2018-06-16T05:00:00+00:00,9.0
16/06/2018,italy,japan,Noevir Stadium,Kobe,Japan,2018-06-16T05:00:00+00:00,9.0
26/02/2022,scotland,france,Murrayfield,Edinburgh,Scotland,2022-02-26T14:15:00+00:00,0.0
26/02/2022,france,scotland,Murrayfield,Edinburgh,Scotland,2022-02-26T14:15:00+00:00,0.0
26/09/2019,england,usa,Kobe Misaki Stadium,Kobe City,Japan,2019-09-26T10:45:00+00:00,9.0
26/09/2019,usa,england,Kobe Misaki Stadium,Kobe City,Japan,2019-09-26T10:45:00+00:00,9.0
08/09/2023,france,new_zealand,Stade de France,Saint-Denis,France,2023-09-08T19:15:00+00:00,2.0
08/09/2023,new_zealand,france,Stade de France,Saint-Denis,France,2023-09-08T19:15:00+00:00,2.0
03/02/2018,france,ireland,Stade de France,Saint-Denis,France,2018-02-03T16:45:00+00:00,1.0
03/02/2018,ireland,france,Stade de France,Saint-Denis,France,2018-02-03T16:45:00+00:00,1.0
18/03/2023,ireland,england,Aviva Stadium,Dublin,Ireland,2023-03-18T17:00:00+00:00,0.0
18/03/2023,england,ireland,Aviva Stadium,Dublin,Ireland,2023-03-18T17:00:00+00:00,0.0
16/09/2017,new_zealand,south_africa,QBE Stadium,North Harbour,New Zealand,2017-09-16T07:30:00+00:00,12.0
16/09/2017,south_africa,new_zealand,QBE Stadium,North Harbour,New Zealand,2017-09-16T07:30:00+00:00,12.0
14/03/2015,wales,ireland,Millennium Stadium,Cardiff,Wales,2015-03-14T14:30:00+00:00,0.0
14/03/2015,ireland,wales,Millennium Stadium,Cardiff,Wales,2015-03-14T14:30:00+00:00,0.0
31/08/2024,south_africa,new_zealand,Emirates Airline Park,Johannesburg,South Africa,2024-08-31T15:00:00+00:00,2.0
31/08/2024,new_zealand,south_africa,Emirates Airline Park,Johannesburg,South Africa,2024-08-31T15:00:00+00:00,2.0
22/11/2025,ireland,south_africa,Aviva Stadium,Dublin,Ireland,2025-11-22T17:40:00+00:00,0.0
22/11/2025,south_africa,ireland,Aviva Stadium,Dublin,Ireland,2025-11-22T17:40:00+00:00,0.0
08/07/2023,south_africa,australia,Loftus Versfeld,Pretoria,South Africa,2023-07-08T15:05:00+00:00,2.0
08/07/2023,australia,south_africa,Loftus Versfeld,Pretoria,South Africa,2023-07-08T15:05:00+00:00,2.0
25/09/2021,new_zealand,south_africa,Queensland Country Bank Stadium,Townsville,Australia,2021-09-25T07:05:00+00:00,10.0
25/09/2021,south_africa,new_zealand,Queensland Country Bank Stadium,Townsville,Australia,2021-09-25T07:05:00+00:00,10.0
12/03/2023,scotland,ireland,Murrayfield,Edinburgh,Scotland,2023-03-12T15:00:00+00:00,0.0
12/03/2023,ireland,scotland,Murrayfield,Edinburgh,Scotland,2023-03-12T15:00:00+00:00,0.0
13/02/2022,italy,england,Stadio Olimpico,Roma,Italy,2022-02-13T15:00:00+00:00,1.0
13/02/2022,england,italy,Stadio Olimpico,Roma,Italy,2022-02-13T15:00:00+00:00,1.0
09/06/2018,canada,scotland,Commonwealth Stadium,Edmonton,Canada,2018-06-10T01:10:00+00:00,-6.0
09/06/2018,scotland,canada,Commonwealth Stadium,Edmonton,Canada,2018-06-10T01:10:00+00:00,-6.0
11/11/2017,ireland,south_africa,Aviva Stadium,Dublin,Ireland,2017-11-11T17:30:00+00:00,0.0
11/11/2017,south_africa,ireland,Aviva Stadium,Dublin,Ireland,2017-11-11T17:30:00+00:00,0.0
01/02/2019,france,wales,Stade de France,Saint-Denis,France,2019-02-01T20:00:00+00:00,1.0
01/02/2019,wales,france,Stade de France,Saint-Denis,France,2019-02-01T20:00:00+00:00,1.0
09/10/2019,wales,fiji,Oita Stadium,Oita Prefecture,Japan,2019-10-09T09:45:00+00:00,9.0
09/10/2019,fiji,wales,Oita Stadium,Oita Prefecture,Japan,2019-10-09T09:45:00+00:00,9.0
22/11/2024,france,argentina,Stade de France,Saint-Denis,France,2024-11-22T20:10:00+00:00,1.0
22/11/2024,argentina,france,Stade de France,Saint-Denis,France,2024-11-22T20:10:00+00:00,1.0
09/07/2022,australia,england,Suncorp Stadium,Brisbane,Australia,2022-07-09T09:55:00+00:00,10.0
09/07/2022,england,australia,Suncorp Stadium,Brisbane,Australia,2022-07-09T09:55:00+00:00,10.0
07/07/2021,australia,france,Suncorp Stadium,Brisbane,Australia,2021-07-07T12:00:00+00:00,8.0
07/07/2021,france,australia,Suncorp Stadium,Brisbane,Australia,2021-07-07T12:00:00+00:00,8.0
14/11/2020,new_zealand,argentina,Bankwest Stadium,Parramatta,Australia,2020-11-14T06:10:00+00:00,11.0
14/11/2020,argentina,new_zealand,Bankwest Stadium,Parramatta,Australia,2020-11-14T06:10:00+00:00,11.0
25/07/2015,south_africa,new_zealand,Ellis Park,Johannesburg,South Africa,2015-07-25T15:05:00+00:00,2.0
25/07/2015,new_zealand,south_africa,Ellis Park,Johannesburg,South Africa,2015-07-25T15:05:00+00:00,2.0
27/07/2019,australia,argentina,Suncorp Stadium,Brisbane,Australia,2019-07-27T09:45:00+00:00,10.0
27/07/2019,argentina,australia,Suncorp Stadium,Brisbane,Australia,2019-07-27T09:45:00+00:00,10.0
16/11/2024,scotland,portugal,Murrayfield,Edinburgh,Scotland,2024-11-16T15:10:00+00:00,0.0
16/11/2024,portugal,scotland,Murrayfield,Edinburgh,Scotland,2024-11-16T15:10:00+00:00,0.0
24/11/2018,wales,south_africa,Principality Stadium,Cardiff,Wales,2018-11-24T17:20:00+00:00,0.0
24/11/2018,south_africa,wales,Principality Stadium,Cardiff,Wales,2018-11-24T17:20:00+00:00,0.0
14/03/2026,france,england,Stade de France,Saint-Denis,France,2026-03-14T20:10:00+00:00,1.0
14/03/2026,england,france,Stade de France,Saint-Denis,France,2026-03-14T20:10:00+00:00,1.0
14/02/2026,ireland,italy,Aviva Stadium,Dublin,Ireland,2026-02-14T14:10:00+00:00,0.0
14/02/2026,italy,ireland,Aviva Stadium,Dublin,Ireland,2026-02-14T14:10:00+00:00,0.0
07/09/2019,randwick,argentina,Coogee Oval,Sydney,Australia,2019-09-07T04:30:00+00:00,10.0
